mes,hora,temp_exterior_c,temp_interior_c,temp_ac_c
Marzo,14:00,30,24,21
Marzo,14:15,29,25,22
Marzo,14:30,30,24,22
Marzo,14:45,30,24,22
Marzo,15:00,30,26,23
Marzo,15:15,30,24,21
Marzo,15:30,30,24,23
Marzo,15:45,30,25,23
Marzo,16:00,30,24,22
Marzo,16:15,30,25,23
Marzo,16:30,29,24,22
Marzo,16:45,29,24,21
Marzo,17:00,29,24,22
Marzo,17:15,28,24,22
Marzo,17:30,29,23,20
Marzo,17:45,28,24,22
Marzo,18:00,28,24,21
Marzo,18:15,28,23,21
Marzo,18:30,27,24,23
Marzo,18:45,27,25,22
Marzo,19:00,28,23,22
Marzo,19:15,27,23,22
Marzo,19:30,26,25,22
Marzo,19:45,26,25,21
Marzo,20:00,26,23,21
Abril,07:00,21,22,22
Abril,07:15,21,22,21
Abril,07:30,21,24,23
Abril,07:45,23,23,20
Abril,08:00,23,24,22
Abril,08:15,24,23,21
Abril,08:30,24,24,22
Abril,08:45,23,23,22
Abril,09:00,24,23,21
Abril,09:15,25,24,21
Abril,09:30,26,24,22
Abril,09:45,26,25,22
Abril,10:00,26,22,21
Abril,10:15,27,23,22
Abril,10:30,27,24,22
Abril,10:45,28,25,21
Abril,11:00,28,24,21
Abril,11:15,28,24,21
Abril,11:30,29,23,21
Abril,11:45,28,24,21
Abril,12:00,29,25,22
Abril,12:15,30,23,21
Abril,12:30,29,23,21
Abril,12:45,30,25,21
Abril,13:00,29,24,21
Abril,13:15,30,23,21
Abril,13:30,31,25,21
Abril,13:45,30,25,21
Abril,14:00,31,24,22
Abril,14:15,30,26,23
Abril,14:30,31,25,21
Abril,14:45,31,24,22
Abril,15:00,32,25,23
Abril,15:15,30,23,20
Abril,15:30,30,24,21
Abril,15:45,30,24,21
Abril,16:00,30,24,20
Abril,16:15,30,24,21
Abril,16:30,30,24,21
Abril,16:45,30,23,21
Abril,17:00,29,24,22
Abril,17:15,29,23,21
Abril,17:30,30,24,21
Abril,17:45,29,25,21
Abril,18:00,28,24,20
Abril,18:15,29,24,22
Abril,18:30,28,24,21
Abril,18:45,28,24,21
Abril,19:00,28,23,21
Abril,19:15,28,24,22
Abril,19:30,28,24,23
Abril,19:45,27,25,22
Abril,20:00,27,23,22
Abril,07:00,23,23,21
Abril,07:15,22,21,21
Abril,07:30,23,23,22
Abril,07:45,23,24,22
Abril,08:00,24,23,21
Abril,08:15,24,23,22
Abril,08:30,25,22,22
Abril,08:45,25,24,22
Abril,09:00,25,23,21
Abril,09:15,26,23,21
Abril,09:30,26,22,21
Abril,09:45,27,23,22
Abril,10:00,27,25,23
Abril,10:15,27,24,21
Abril,10:30,28,23,21
Abril,10:45,28,23,22
Abril,11:00,28,25,23
Abril,11:15,29,25,22
Abril,11:30,28,24,22
Abril,11:45,29,23,21
Abril,12:00,29,23,22
Abril,12:15,29,23,21
Abril,12:30,29,24,22
Abril,12:45,30,24,21
Abril,13:00,30,24,22
Abril,13:15,31,25,22
Abril,13:30,30,24,21
Abril,13:45,32,24,22
Abril,14:00,32,24,21
Abril,14:15,31,24,21
Abril,14:30,31,25,22
Abril,14:45,31,15,21
Abril,15:00,31,24,22
Abril,15:15,31,24,21
Abril,15:30,31,25,22
Abril,15:45,31,23,20
Abril,16:00,31,26,23
Abril,16:15,30,24,22
Abril,16:30,30,24,22
Abril,16:45,30,24,22
Abril,17:00,30,24,22
Abril,17:15,30,22,20
Abril,17:30,30,24,21
Abril,17:45,30,24,21
Abril,18:00,29,24,21
Abril,18:15,29,22,21
Abril,18:30,29,24,22
Abril,18:45,29,25,21
Abril,19:00,28,23,21
Abril,19:15,28,21,22
Abril,19:30,27,24,23
Abril,19:45,28,23,22
Abril,20:00,27,24,21
Abril,07:00,23,23,22
Abril,07:15,23,23,21
Abril,07:30,24,23,22
Abril,07:45,24,23,21
Abril,08:00,24,24,22
Abril,08:15,25,24,22
Abril,08:30,26,23,21
Abril,08:45,26,24,22
Abril,09:00,26,24,22
Abril,09:15,27,24,22
Abril,09:30,26,23,21
Abril,09:45,27,24,21
Abril,10:00,27,23,22
Abril,10:15,27,24,21
Abril,10:30,28,23,22
Abril,10:45,29,24,22
Abril,11:00,28,23,22
Abril,11:15,29,24,21
Abril,11:30,30,24,22
Abril,11:45,30,26,23
Abril,12:00,29,23,21
Abril,12:15,30,25,22
Abril,12:30,30,24,22
Abril,12:45,30,23,22
Abril,13:00,31,22,21
Abril,13:15,31,24,21
Abril,13:30,31,24,22
Abril,13:45,31,25,22
Abril,14:00,31,25,21
Abril,14:15,31,24,21
Abril,14:30,32,26,23
Abril,14:45,31,25,22
Abril,15:00,32,23,21
Abril,15:15,32,24,22
Abril,15:30,31,24,21
Abril,15:45,31,25,22
Abril,16:00,31,25,23
Abril,16:15,31,24,20
Abril,16:30,31,23,20
Abril,16:45,30,25,23
Abril,17:00,25,23,22
Abril,17:15,29,24,22
Abril,17:30,29,24,22
Abril,17:45,30,24,21
Abril,18:00,29,23,20
Abril,18:15,29,25,21
Abril,18:30,29,24,23
Abril,18:45,29,23,21
Abril,19:00,29,25,22
Abril,19:15,28,23,21
Abril,19:30,29,22,20
Abril,19:45,29,23,21
Abril,20:00,28,24,22
Abril,07:00,20,21,21
Abril,07:15,21,22,20
Abril,07:30,22,22,21
Abril,07:45,22,23,20
Abril,08:00,22,22,22
Abril,08:15,23,23,21
Abril,08:30,24,23,22
Abril,08:45,24,24,21
Abril,09:00,24,24,23
Abril,09:15,24,24,22
Abril,09:30,26,23,21
Abril,09:45,26,23,22
Abril,10:00,26,23,21
Abril,10:15,26,23,20
Abril,10:30,27,22,21
Abril,10:45,28,24,22
Abril,11:00,28,24,21
Abril,11:15,28,23,21
Abril,11:30,28,24,21
Abril,11:45,29,24,22
Abril,12:00,29,23,21
Abril,12:15,30,24,21
Abril,12:30,30,25,22
Abril,12:45,30,25,21
Abril,13:00,30,24,22
Abril,13:15,30,23,22
Abril,13:30,30,26,23
Abril,13:45,31,24,21
Abril,14:00,30,23,21
Abril,14:15,32,25,21
Abril,14:30,31,26,22
Abril,14:45,31,24,22
Abril,15:00,31,25,22
Abril,15:15,32,25,21
Abril,15:30,31,23,21
Abril,15:45,31,24,22
Abril,16:00,31,22,20
Abril,16:15,30,24,21
Abril,16:30,31,25,21
Abril,16:45,30,23,21
Abril,17:00,29,23,21
Abril,17:15,30,24,21
Abril,17:30,29,23,21
Abril,17:45,30,26,21
Abril,18:00,29,22,22
Abril,18:15,29,23,21
Abril,18:30,28,24,22
Abril,18:45,28,24,22
Abril,19:00,27,24,23
Abril,19:15,27,24,21
Abril,19:30,27,23,21
Abril,19:45,28,23,21
Abril,20:00,27,23,21
Abril,07:00,23,22,21
Abril,07:15,24,24,23
Abril,07:30,25,24,22
Abril,07:45,24,24,22
Abril,08:00,24,23,22
Abril,08:15,24,23,21
Abril,08:30,24,23,22
Abril,08:45,25,23,20
Abril,09:00,25,23,20
Abril,09:15,26,24,22
Abril,09:30,26,24,27
Abril,09:45,27,24,21
Abril,10:00,27,23,21
Abril,10:15,27,24,23
Abril,10:30,27,23,21
Abril,10:45,28,22,21
Abril,11:00,28,24,22
Abril,11:15,28,24,22
Abril,11:30,28,24,21
Abril,11:45,29,24,22
Abril,12:00,28,23,21
Abril,12:15,29,25,23
Abril,12:30,29,22,20
Abril,12:45,29,24,21
Abril,13:00,30,24,21
Abril,13:15,29,25,22
Abril,13:30,30,24,22
Abril,13:45,29,23,22
Abril,14:00,30,23,19
Abril,14:15,30,24,22
Abril,14:30,30,24,22
Abril,14:45,30,23,20
Abril,15:00,29,24,22
Abril,15:15,30,25,22
Abril,15:30,30,24,22
Abril,15:45,30,24,22
Abril,16:00,30,22,20
Abril,16:15,29,23,21
Abril,16:30,29,24,21
Abril,16:45,29,24,20
Abril,17:00,29,24,21
Abril,17:15,29,25,21
Abril,17:30,29,22,20
Abril,17:45,28,24,22
Abril,18:00,28,24,22
Abril,18:15,28,24,22
Abril,18:30,28,24,22
Abril,18:45,28,22,21
Abril,19:00,27,23,21
Abril,19:15,28,23,21
Abril,19:30,27,24,23
Abril,19:45,27,23,21
Abril,20:00,27,25,22
Abril,07:00,21,23,22
Abril,07:15,21,24,22
Abril,07:30,21,23,22
Abril,07:45,22,22,21
Abril,08:00,22,23,22
Abril,08:15,23,24,22
Abril,08:30,24,25,22
Abril,08:45,23,24,21
Abril,09:00,24,23,22
Abril,09:15,24,24,23
Abril,09:30,25,23,22
Abril,09:45,25,23,21
Abril,10:00,25,21,21
Abril,10:15,26,23,21
Abril,10:30,26,24,21
Abril,10:45,26,23,22
Abril,11:00,28,25,22
Abril,11:15,27,25,21
Abril,11:30,27,23,20
Abril,11:45,28,24,22
Abril,12:00,27,23,21
Abril,12:15,28,23,22
Abril,12:30,28,24,21
Abril,12:45,29,25,23
Abril,13:00,28,23,21
Abril,13:15,28,23,20
Abril,13:30,29,23,20
Abril,13:45,29,25,22
Abril,14:00,29,23,21
Abril,14:15,29,24,22
Abril,14:30,29,24,22
Abril,14:45,29,23,21
Abril,15:00,29,23,20
Abril,15:15,29,23,21
Abril,15:30,30,25,21
Abril,15:45,29,24,21
Abril,16:00,29,23,21
Abril,16:15,28,23,21
Abril,16:30,29,24,21
Abril,16:45,29,24,22
Abril,17:00,27,24,21
Abril,17:15,29,24,21
Abril,17:30,27,24,22
Abril,17:45,27,24,22
Abril,18:00,27,23,20
Abril,18:15,28,23,22
Abril,18:30,28,23,21
Abril,18:45,27,24,21
Abril,19:00,27,24,21
Abril,19:15,27,23,20
Abril,19:30,26,23,21
Abril,19:45,26,24,21
Abril,20:00,26,20,22
Abril,07:00,24,23,21
Abril,07:15,24,23,22
Abril,07:30,24,23,22
Abril,07:45,25,24,21
Abril,08:00,25,24,21
Abril,08:15,26,23,21
Abril,08:30,26,22,21
Abril,08:45,26,24,22
Abril,09:00,27,23,21
Abril,09:15,26,22,21
Abril,09:30,26,25,23
Abril,09:45,27,23,21
Abril,10:00,28,24,22
Abril,10:15,28,32,21
Abril,10:30,28,24,22
Abril,10:45,28,24,21
Abril,11:00,29,24,22
Abril,11:15,29,24,21
Abril,11:30,28,24,23
Abril,11:45,29,23,21
Abril,12:00,29,24,21
Abril,12:15,31,23,21
Abril,12:30,31,25,22
Abril,12:45,30,24,22
Abril,13:00,31,25,22
Abril,13:15,31,24,22
Abril,13:30,31,25,23
Abril,13:45,31,23,21
Abril,14:00,31,26,23
Abril,14:15,31,24,22
Abril,14:30,31,24,22
Abril,14:45,32,24,22
Abril,15:00,32,25,22
Abril,15:15,31,24,22
Abril,15:30,31,25,22
Abril,15:45,31,24,21
Abril,16:00,31,24,21
Abril,16:15,31,22,21
Abril,16:30,31,25,21
Abril,16:45,30,24,21
Abril,17:00,30,24,21
Abril,17:15,29,23,21
Abril,17:30,30,23,22
Abril,17:45,30,24,21
Abril,18:00,30,23,22
Abril,18:15,30,26,23
Abril,18:30,29,24,22
Abril,18:45,30,24,21
Abril,19:00,29,23,21
Abril,19:15,29,24,21
Abril,19:30,28,23,21
Abril,19:45,29,23,20
Abril,20:00,27,24,22
Abril,07:00,24,24,22
Abril,07:15,25,23,21
Abril,07:30,24,24,22
Abril,07:45,26,22,20
Abril,08:00,25,22,20
Abril,08:15,26,23,21
Abril,08:30,26,23,21
Abril,08:45,26,23,21
Abril,09:00,27,24,21
Abril,09:15,26,23,21
Abril,09:30,27,24,21
Abril,09:45,27,24,21
Abril,10:00,28,24,22
Abril,10:15,27,24,21
Abril,10:30,29,25,22
Abril,10:45,28,23,21
Abril,11:00,29,25,21
Abril,11:15,29,24,20
Abril,11:30,29,25,22
Abril,11:45,30,23,21
Abril,12:00,30,25,23
Abril,12:15,31,25,22
Abril,12:30,30,24,22
Abril,12:45,31,25,22
Abril,13:00,31,23,21
Abril,13:15,31,24,21
Abril,13:30,30,23,21
Abril,13:45,31,24,22
Abril,14:00,31,25,22
Abril,14:15,31,23,22
Abril,14:30,31,25,22
Abril,14:45,30,24,21
Abril,15:00,31,24,22
Abril,15:15,32,24,20
Abril,15:30,30,25,21
Abril,15:45,31,24,21
Abril,16:00,31,24,21
Abril,16:15,31,24,22
Abril,16:30,30,24,21
Abril,16:45,30,24,21
Abril,17:00,30,24,22
Abril,17:15,30,24,21
Abril,17:30,30,24,22
Abril,17:45,29,24,22
Abril,18:00,29,24,23
Abril,18:15,30,24,21
Abril,18:30,30,25,22
Abril,18:45,29,26,22
Abril,19:00,29,24,22
Abril,19:15,29,24,23
Abril,19:30,28,23,22
Abril,19:45,29,24,22
Abril,20:00,29,23,22
Abril,07:00,22,23,22
Abril,07:15,23,24,21
Abril,07:30,23,23,21
Abril,07:45,24,24,23
Abril,08:00,23,23,22
Abril,08:15,24,24,22
Abril,08:30,25,23,20
Abril,08:45,25,23,21
Abril,09:00,26,23,22
Abril,09:15,26,23,22
Abril,09:30,27,24,22
Abril,09:45,28,24,21
Abril,10:00,27,24,22
Abril,10:15,28,23,22
Abril,10:30,28,24,20
Abril,10:45,29,25,22
Abril,11:00,29,24,21
Abril,11:15,29,23,22
Abril,11:30,29,23,21
Abril,11:45,30,24,21
Abril,12:00,29,25,22
Abril,12:15,30,24,20
Abril,12:30,30,24,22
Abril,12:45,31,24,21
Abril,13:00,30,26,23
Abril,13:15,32,25,22
Abril,13:30,32,25,21
Abril,13:45,32,25,21
Abril,14:00,31,25,20
Abril,14:15,31,23,22
Abril,14:30,32,24,22
Abril,14:45,31,25,23
Abril,15:00,32,25,21
Abril,15:15,32,24,21
Abril,15:30,32,24,21
Abril,15:45,31,24,21
Abril,16:00,31,25,21
Abril,16:15,31,24,22
Abril,16:30,31,24,21
Abril,16:45,30,24,22
Abril,17:00,30,24,21
Abril,17:15,30,23,21
Abril,17:30,30,25,21
Abril,17:45,30,24,20
Abril,18:00,29,25,22
Abril,18:15,30,24,22
Abril,18:30,29,23,21
Abril,18:45,30,23,20
Abril,19:00,29,25,22
Abril,19:15,29,23,23
Abril,19:30,28,25,22
Abril,19:45,28,24,21
Abril,20:00,28,24,22
Abril,07:00,24,23,21
Abril,07:15,25,24,22
Abril,07:30,24,24,22
Abril,07:45,26,22,21
Abril,08:00,25,23,21
Abril,08:15,26,22,20
Abril,08:30,26,25,22
Abril,08:45,27,23,22
Abril,09:00,27,24,22
Abril,09:15,27,23,21
Abril,09:30,27,24,21
Abril,09:45,28,24,21
Abril,10:00,29,25,22
Abril,10:15,29,24,21
Abril,10:30,29,23,21
Abril,10:45,29,24,21
Abril,11:00,31,23,21
Abril,11:15,30,24,21
Abril,11:30,30,23,21
Abril,11:45,30,25,22
Abril,12:00,32,25,22
Abril,12:15,31,24,21
Abril,12:30,32,24,22
Abril,12:45,32,24,21
Abril,13:00,32,24,21
Abril,13:15,32,24,22
Abril,13:30,32,25,22
Abril,13:45,32,25,21
Abril,14:00,32,26,22
Abril,14:15,32,25,20
Abril,14:30,33,23,21
Abril,14:45,32,25,21
Abril,15:00,33,25,22
Abril,15:15,33,24,22
Abril,15:30,32,24,21
Abril,15:45,32,25,21
Abril,16:00,33,23,20
Abril,16:15,32,26,24
Abril,16:30,32,26,22
Abril,16:45,32,23,21
Abril,17:00,32,24,20
Abril,17:15,31,25,22
Abril,17:30,31,25,21
Abril,17:45,30,24,22
Abril,18:00,31,24,21
Abril,18:15,31,26,23
Abril,18:30,31,25,23
Abril,18:45,30,24,21
Abril,19:00,30,24,21
Abril,19:15,30,24,22
Abril,19:30,29,25,22
Abril,19:45,29,23,21
Abril,20:00,28,24,21
Abril,07:00,23,23,22
Abril,07:15,23,23,21
Abril,07:30,24,24,21
Abril,07:45,23,23,22
Abril,08:00,25,22,19
Abril,08:15,25,24,22
Abril,08:30,25,23,21
Abril,08:45,26,23,21
Abril,09:00,25,24,22
Abril,09:15,27,23,21
Abril,09:30,27,25,23
Abril,09:45,28,24,21
Abril,10:00,27,24,22
Abril,10:15,28,22,21
Abril,10:30,28,24,21
Abril,10:45,28,23,21
Abril,11:00,28,24,21
Abril,11:15,29,24,21
Abril,11:30,28,24,22
Abril,11:45,30,24,22
Abril,12:00,30,25,21
Abril,12:15,30,24,21
Abril,12:30,30,25,23
Abril,12:45,30,24,21
Abril,13:00,31,24,21
Abril,13:15,31,24,21
Abril,13:30,31,25,22
Abril,13:45,31,24,22
Abril,14:00,31,25,22
Abril,14:15,31,24,21
Abril,14:30,32,24,22
Abril,14:45,32,25,22
Abril,15:00,31,24,21
Abril,15:15,32,24,21
Abril,15:30,32,24,21
Abril,15:45,31,24,21
Abril,16:00,32,25,21
Abril,16:15,31,24,21
Abril,16:30,30,25,23
Abril,16:45,30,25,22
Abril,17:00,30,24,21
Abril,17:15,30,23,20
Abril,17:30,30,24,22
Abril,17:45,30,23,22
Abril,18:00,29,24,21
Abril,18:15,29,25,24
Abril,18:30,29,24,21
Abril,18:45,29,22,20
Abril,19:00,29,25,22
Abril,19:15,29,23,20
Abril,19:30,28,24,21
Abril,19:45,28,24,22
Abril,20:00,27,24,23
Abril,07:00,22,24,22
Abril,07:15,24,24,22
Abril,07:30,23,23,21
Abril,07:45,23,23,22
Abril,08:00,23,24,22
Abril,08:15,23,23,22
Abril,08:30,25,23,21
Abril,08:45,25,25,22
Abril,09:00,25,23,21
Abril,09:15,25,22,21
Abril,09:30,26,24,22
Abril,09:45,26,24,22
Abril,10:00,26,23,21
Abril,10:15,27,23,21
Abril,10:30,27,24,21
Abril,10:45,28,24,21
Abril,11:00,27,23,20
Abril,11:15,28,24,22
Abril,11:30,28,23,21
Abril,11:45,29,23,19
Abril,12:00,29,24,22
Abril,12:15,29,24,22
Abril,12:30,30,24,21
Abril,12:45,29,25,21
Abril,13:00,30,24,21
Abril,13:15,29,23,21
Abril,13:30,29,24,22
Abril,13:45,30,24,21
Abril,14:00,30,23,21
Abril,14:15,30,25,21
Abril,14:30,31,25,21
Abril,14:45,30,25,22
Abril,15:00,30,23,21
Abril,15:15,31,25,22
Abril,15:30,29,25,22
Abril,15:45,30,25,22
Abril,16:00,30,23,21
Abril,16:15,29,24,22
Abril,16:30,29,25,21
Abril,16:45,29,25,21
Abril,17:00,29,24,21
Abril,17:15,29,23,21
Abril,17:30,29,23,21
Abril,17:45,29,25,22
Abril,18:00,28,23,20
Abril,18:15,28,24,21
Abril,18:30,28,23,22
Abril,18:45,28,24,21
Abril,19:00,27,24,22
Abril,19:15,28,24,22
Abril,19:30,27,24,22
Abril,19:45,27,23,21
Abril,20:00,27,24,22
Abril,07:00,22,22,22
Abril,07:15,21,22,21
Abril,07:30,22,24,21
Abril,07:45,22,23,22
Abril,08:00,23,23,21
Abril,08:15,24,24,22
Abril,08:30,24,23,23
Abril,08:45,24,23,22
Abril,09:00,24,23,22
Abril,09:15,26,22,21
Abril,09:30,26,23,21
Abril,09:45,26,25,23
Abril,10:00,27,23,22
Abril,10:15,27,24,22
Abril,10:30,27,24,22
Abril,10:45,28,23,21
Abril,11:00,27,23,21
Abril,11:15,29,24,22
Abril,11:30,29,24,21
Abril,11:45,29,25,23
Abril,12:00,29,24,22
Abril,12:15,29,24,22
Abril,12:30,30,24,22
Abril,12:45,30,25,21
Abril,13:00,30,24,21
Abril,13:15,30,26,23
Abril,13:30,31,24,22
Abril,13:45,31,24,22
Abril,14:00,31,24,21
Abril,14:15,31,24,21
Abril,14:30,31,25,22
Abril,14:45,31,24,20
Abril,15:00,31,24,21
Abril,15:15,31,24,21
Abril,15:30,31,24,21
Abril,15:45,30,24,21
Abril,16:00,31,24,21
Abril,16:15,30,24,21
Abril,16:30,30,26,23
Abril,16:45,30,25,22
Abril,17:00,30,25,21
Abril,17:15,30,24,22
Abril,17:30,29,23,22
Abril,17:45,30,25,21
Abril,18:00,29,24,22
Abril,18:15,29,24,23
Abril,18:30,28,24,21
Abril,18:45,28,23,22
Abril,19:00,28,23,22
Abril,19:15,28,24,23
Abril,19:30,27,25,23
Abril,19:45,28,24,22
Abril,20:00,27,23,22
Abril,07:00,22,23,23
Abril,07:15,23,23,21
Abril,07:30,24,23,21
Abril,07:45,24,22,21
Abril,08:00,24,23,22
Abril,08:15,25,24,21
Abril,08:30,25,23,21
Abril,08:45,26,23,21
Abril,09:00,26,25,22
Abril,09:15,26,24,22
Abril,09:30,26,22,20
Abril,09:45,27,23,21
Abril,10:00,27,25,23
Abril,10:15,28,24,21
Abril,10:30,27,24,21
Abril,10:45,28,23,20
Abril,11:00,28,25,22
Abril,11:15,29,23,21
Abril,11:30,28,24,21
Abril,11:45,30,25,22
Abril,12:00,29,24,23
Abril,12:15,29,24,21
Abril,12:30,30,24,20
Abril,12:45,30,25,22
Abril,13:00,30,23,22
Abril,13:15,30,24,21
Abril,13:30,30,23,20
Abril,13:45,30,25,22
Abril,14:00,30,25,22
Abril,14:15,31,25,22
Abril,14:30,30,24,23
Abril,14:45,31,23,20
Abril,15:00,31,24,21
Abril,15:15,30,24,22
Abril,15:30,30,24,21
Abril,15:45,31,24,21
Abril,16:00,31,23,21
Abril,16:15,30,24,21
Abril,16:30,31,24,21
Abril,16:45,30,24,22
Abril,17:00,29,24,21
Abril,17:15,29,25,22
Abril,17:30,29,24,21
Abril,17:45,30,24,21
Abril,18:00,28,25,22
Abril,18:15,29,24,21
Abril,18:30,29,23,21
Abril,18:45,28,23,21
Abril,19:00,28,23,20
Abril,19:15,28,23,21
Abril,19:30,28,24,21
Abril,19:45,28,23,20
Abril,20:00,27,23,21
Abril,07:00,21,22,20
Abril,07:15,22,22,22
Abril,07:30,22,21,21
Abril,07:45,23,23,21
Abril,08:00,24,23,22
Abril,08:15,24,23,22
Abril,08:30,24,22,21
Abril,08:45,25,24,23
Abril,09:00,26,22,21
Abril,09:15,26,22,20
Abril,09:30,26,23,22
Abril,09:45,27,23,22
Abril,10:00,27,23,20
Abril,10:15,28,23,22
Abril,10:30,28,24,22
Abril,10:45,29,23,22
Abril,11:00,29,25,23
Abril,11:15,30,23,21
Abril,11:30,29,23,21
Abril,11:45,30,25,21
Abril,12:00,30,23,20
Abril,12:15,31,24,22
Abril,12:30,31,24,22
Abril,12:45,31,24,22
Abril,13:00,31,25,22
Abril,13:15,30,25,22
Abril,13:30,31,23,20
Abril,13:45,31,24,21
Abril,14:00,32,24,22
Abril,14:15,32,24,22
Abril,14:30,32,25,22
Abril,14:45,33,23,20
Abril,15:00,32,24,21
Abril,15:15,32,23,20
Abril,15:30,33,22,21
Abril,15:45,32,24,21
Abril,16:00,32,24,20
Abril,16:15,32,24,21
Abril,16:30,32,24,21
Abril,16:45,32,24,21
Abril,17:00,32,25,23
Abril,17:15,32,24,21
Abril,17:30,30,25,22
Abril,17:45,30,24,21
Abril,18:00,30,24,22
Abril,18:15,31,25,22
Abril,18:30,29,25,21
Abril,18:45,29,24,21
Abril,19:00,29,25,22
Abril,19:15,28,25,23
Abril,19:30,28,25,21
Abril,19:45,29,24,21
Abril,20:00,28,23,21
Abril,07:00,20,23,21
Abril,07:15,20,22,20
Abril,07:30,21,23,22
Abril,07:45,21,21,21
Abril,08:00,21,23,22
Abril,08:15,23,21,22
Abril,08:30,22,22,21
Abril,08:45,23,24,22
Abril,09:00,24,24,22
Abril,09:15,23,24,23
Abril,09:30,24,24,21
Abril,09:45,25,23,22
Abril,10:00,25,24,21
Abril,10:15,26,25,23
Abril,10:30,27,22,22
Abril,10:45,26,25,24
Abril,11:00,27,24,22
Abril,11:15,28,23,21
Abril,11:30,28,24,21
Abril,11:45,28,24,21
Abril,12:00,29,23,21
Abril,12:15,29,24,21
Abril,12:30,29,24,21
Abril,12:45,30,23,22
Abril,13:00,30,25,23
Abril,13:15,30,24,22
Abril,13:30,30,24,21
Abril,13:45,30,25,22
Abril,14:00,30,24,23
Abril,14:15,31,25,22
Abril,14:30,31,26,23
Abril,14:45,31,24,21
Abril,15:00,31,23,22
Abril,15:15,31,24,21
Abril,15:30,31,25,22
Abril,15:45,30,23,22
Abril,16:00,31,23,21
Abril,16:15,31,24,21
Abril,16:30,29,23,21
Abril,16:45,29,24,21
Abril,17:00,29,24,22
Abril,17:15,29,24,22
Abril,17:30,29,24,21
Abril,17:45,29,23,20
Abril,18:00,28,25,22
Abril,18:15,28,23,21
Abril,18:30,28,24,21
Abril,18:45,28,23,20
Abril,19:00,27,23,23
Abril,19:15,27,23,20
Abril,19:30,26,23,21
Abril,19:45,27,23,21
Abril,20:00,26,23,21
Abril,07:00,22,22,21
Abril,07:15,22,23,22
Abril,07:30,23,24,23
Abril,07:45,23,24,22
Abril,08:00,24,23,21
Abril,08:15,23,23,22
Abril,08:30,23,23,21
Abril,08:45,25,24,22
Abril,09:00,25,24,22
Abril,09:15,26,22,20
Abril,09:30,26,24,21
Abril,09:45,27,23,21
Abril,10:00,26,23,22
Abril,10:15,27,23,21
Abril,10:30,28,23,21
Abril,10:45,28,23,20
Abril,11:00,28,25,23
Abril,11:15,28,22,21
Abril,11:30,28,23,20
Abril,11:45,28,24,22
Abril,12:00,29,23,21
Abril,12:15,30,24,22
Abril,12:30,29,24,22
Abril,12:45,30,26,22
Abril,13:00,30,23,20
Abril,13:15,30,24,22
Abril,13:30,31,23,22
Abril,13:45,30,26,22
Abril,14:00,31,24,21
Abril,14:15,30,25,21
Abril,14:30,30,25,23
Abril,14:45,31,24,20
Abril,15:00,30,24,21
Abril,15:15,31,24,21
Abril,15:30,31,23,22
Abril,15:45,30,24,22
Abril,16:00,29,23,21
Abril,16:15,30,24,22
Abril,16:30,31,23,21
Abril,16:45,30,25,22
Abril,17:00,29,24,22
Abril,17:15,30,25,22
Abril,17:30,29,23,20
Abril,17:45,29,24,21
Abril,18:00,29,24,22
Abril,18:15,29,24,22
Abril,18:30,29,24,22
Abril,18:45,28,25,22
Abril,19:00,27,24,21
Abril,19:15,29,24,21
Abril,19:30,27,23,21
Abril,19:45,28,25,23
Abril,20:00,27,25,22
Abril,07:00,21,23,21
Abril,07:15,22,24,22
Abril,07:30,23,23,22
Abril,07:45,23,22,21
Abril,08:00,24,23,21
Abril,08:15,23,23,21
Abril,08:30,24,23,21
Abril,08:45,25,23,22
Abril,09:00,26,23,21
Abril,09:15,25,23,20
Abril,09:30,26,24,21
Abril,09:45,27,24,22
Abril,10:00,26,24,22
Abril,10:15,28,22,21
Abril,10:30,28,23,20
Abril,10:45,29,24,21
Abril,11:00,29,24,21
Abril,11:15,29,24,22
Abril,11:30,29,25,22
Abril,11:45,29,25,21
Abril,12:00,30,23,22
Abril,12:15,30,24,21
Abril,12:30,30,24,21
Abril,12:45,31,25,21
Abril,13:00,31,25,22
Abril,13:15,32,24,22
Abril,13:30,32,23,20
Abril,13:45,32,24,21
Abril,14:00,32,25,22
Abril,14:15,32,25,21
Abril,14:30,32,24,20
Abril,14:45,32,23,21
Abril,15:00,32,25,21
Abril,15:15,32,24,22
Abril,15:30,33,24,21
Abril,15:45,32,25,21
Abril,16:00,32,24,21
Abril,16:15,31,24,20
Abril,16:30,31,24,21
Abril,16:45,31,23,20
Abril,17:00,31,23,21
Abril,17:15,31,24,22
Abril,17:30,30,24,21
Abril,17:45,30,23,22
Abril,18:00,29,23,21
Abril,18:15,30,24,23
Abril,18:30,29,24,21
Abril,18:45,29,23,21
Abril,19:00,29,23,21
Abril,19:15,29,24,21
Abril,19:30,29,24,21
Abril,19:45,28,23,20
Abril,20:00,28,25,23
Abril,07:00,23,23,21
Abril,07:15,23,22,21
Abril,07:30,23,22,19
Abril,07:45,24,22,21
Abril,08:00,25,22,22
Abril,08:15,24,24,21
Abril,08:30,25,24,22
Abril,08:45,24,24,22
Abril,09:00,25,23,23
Abril,09:15,25,22,22
Abril,09:30,26,23,21
Abril,09:45,27,24,21
Abril,10:00,27,25,23
Abril,10:15,27,23,21
Abril,10:30,28,24,21
Abril,10:45,28,24,21
Abril,11:00,28,24,22
